Year,Table,County,Method of Delivery,Count,Percent
2015,14,Saratoga,Primary C-Sections,408,18.80
2015,14,Schenectady,Primary C-Sections,327,18.50
2015,14,Schoharie,Primary C-Sections,45,19.20
2015,14,Schuyler,Primary C-Sections,21,11.70
2015,14,Seneca,Primary C-Sections,45,12.50
2015,14,Steuben,Primary C-Sections,161,15.90
2015,14,Suffolk,Primary C-Sections,3568,22.60
2015,14,Sullivan,Primary C-Sections,170,21.50
2015,14,Tioga,Primary C-Sections,80,17.20
2015,14,Tompkins,Primary C-Sections,126,15.50
2015,14,Ulster,Primary C-Sections,320,20.40
2015,14,Warren,Primary C-Sections,102,18.90
2015,14,Washington,Primary C-Sections,100,17.20
2015,14,Wayne,Primary C-Sections,155,16.00
2015,14,Westchester,Primary C-Sections,1863,20.40
2015,14,Wyoming,Primary C-Sections,57,15.70
2015,14,Yates,Primary C-Sections,30,9.50
2015,14,New York State,Repeat C-Sections,34629,14.80
2015,14,New York City,Repeat C-Sections,15491,13.40
2015,14,Bronx,Repeat C-Sections,3229,15.30
2015,14,Kings,Repeat C-Sections,4961,12.00
2015,14,New York,Repeat C-Sections,1821,10.20
2015,14,Queens,Repeat C-Sections,4560,15.00
2015,14,Richmond,Repeat C-Sections,920,17.40
2015,14,Rest of State,Repeat C-Sections,19138,16.30
2015,14,Albany,Repeat C-Sections,426,13.50
2015,14,Allegany,Repeat C-Sections,68,14.90
2015,14,Broome,Repeat C-Sections,363,18.40
2015,14,Cattaraugus,Repeat C-Sections,130,16.30
2015,14,Cayuga,Repeat C-Sections,88,12.30
2015,14,Chautauqua,Repeat C-Sections,239,16.90
2015,14,Chemung,Repeat C-Sections,132,13.40
2015,14,Chenango,Repeat C-Sections,66,13.50
2015,14,Clinton,Repeat C-Sections,113,14.80
2015,14,Columbia,Repeat C-Sections,77,15.10
2015,14,Cortland,Repeat C-Sections,81,17.90
2015,14,Delaware,Repeat C-Sections,65,18.50
2015,14,Dutchess,Repeat C-Sections,381,15.40
2015,14,Erie,Repeat C-Sections,1586,15.60
2015,14,Essex,Repeat C-Sections,45,13.50
2015,14,Franklin,Repeat C-Sections,91,18.70
2015,14,Fulton,Repeat C-Sections,90,17.20
2015,14,Genesee,Repeat C-Sections,95,16.80
2015,14,Greene,Repeat C-Sections,58,15.30
2015,14,Hamilton,Repeat C-Sections,6,19.40
2015,14,Herkimer,Repeat C-Sections,109,18.10
2015,14,Jefferson,Repeat C-Sections,233,11.20
2015,14,Lewis,Repeat C-Sections,44,13.80
2015,14,Livingston,Repeat C-Sections,79,15.50
2015,14,Madison,Repeat C-Sections,91,14.20
2015,14,Monroe,Repeat C-Sections,1082,13.30
2015,14,Montgomery,Repeat C-Sections,96,15.00
2015,14,Nassau,Repeat C-Sections,2536,17.80
2015,14,Niagara,Repeat C-Sections,426,19.80
2015,14,Oneida,Repeat C-Sections,445,17.80
2015,14,Onondaga,Repeat C-Sections,794,15.10
2015,14,Ontario,Repeat C-Sections,133,12.90
2015,14,Orange,Repeat C-Sections,647,13.70
2015,14,Orleans,Repeat C-Sections,74,16.40
2015,14,Oswego,Repeat C-Sections,195,16.40
2015,14,Otsego,Repeat C-Sections,65,12.40
2015,14,Putnam,Repeat C-Sections,154,19.80
2015,14,Rensselaer,Repeat C-Sections,213,13.20
2015,14,Rockland,Repeat C-Sections,542,11.20
2015,14,St Lawrence,Repeat C-Sections,216,19.70
2015,14,Saratoga,Repeat C-Sections,307,14.10
2015,14,Schenectady,Repeat C-Sections,253,14.30
2015,14,Schoharie,Repeat C-Sections,26,11.10
2015,14,Schuyler,Repeat C-Sections,21,11.70
2015,14,Seneca,Repeat C-Sections,44,12.20
2015,14,Steuben,Repeat C-Sections,187,18.40
2015,14,Suffolk,Repeat C-Sections,3262,20.70
2015,14,Sullivan,Repeat C-Sections,126,15.90
2015,14,Tioga,Repeat C-Sections,65,14.00
2015,14,Tompkins,Repeat C-Sections,112,13.80
2015,14,Ulster,Repeat C-Sections,264,16.80
2015,14,Warren,Repeat C-Sections,78,14.40
2015,14,Washington,Repeat C-Sections,94,16.20
2015,14,Wayne,Repeat C-Sections,123,12.70
2015,14,Westchester,Repeat C-Sections,1719,18.80
2015,14,Wyoming,Repeat C-Sections,56,15.40
2015,14,Yates,Repeat C-Sections,27,8.50
2015,14,New York State,Vaginal After C-Section,5279,13.20
2015,14,New York City,Vaginal After C-Section,2662,14.70
2015,14,Bronx,Vaginal After C-Section,496,13.30
2015,14,Kings,Vaginal After C-Section,1222,19.80
2015,14,New York,Vaginal After C-Section,269,12.90
2015,14,Queens,Vaginal After C-Section,590,11.50
2015,14,Richmond,Vaginal After C-Section,85,8.50
2015,14,Rest of State,Vaginal After C-Section,2617,12.00
2015,14,Albany,Vaginal After C-Section,93,17.90
2015,14,Allegany,Vaginal After C-Section,4,5.60
2015,14,Broome,Vaginal After C-Section,34,8.60
2015,14,Cattaraugus,Vaginal After C-Section,9,6.50
2015,14,Cayuga,Vaginal After C-Section,13,12.90
2015,14,Chautauqua,Vaginal After C-Section,13,5.20
2015,14,Chemung,Vaginal After C-Section,24,15.40
2015,14,Chenango,Vaginal After C-Section,7,9.60
2015,14,Clinton,Vaginal After C-Section,22,16.30
2015,14,Columbia,Vaginal After C-Section,10,11.50
2015,14,Cortland,Vaginal After C-Section,3,3.60
2015,14,Delaware,Vaginal After C-Section,8,11.00
2015,14,Dutchess,Vaginal After C-Section,59,13.40
2015,14,Erie,Vaginal After C-Section,248,13.50
2015,14,Essex,Vaginal After C-Section,7,13.50
2015,14,Franklin,Vaginal After C-Section,7,7.10
2015,14,Fulton,Vaginal After C-Section,8,8.20
2015,14,Genesee,Vaginal After C-Section,13,12.00
2015,14,Greene,Vaginal After C-Section,6,9.40
2015,14,Hamilton,Vaginal After C-Section,0,0.00
2015,14,Herkimer,Vaginal After C-Section,10,8.40
2015,14,Jefferson,Vaginal After C-Section,51,18.00
2015,14,Lewis,Vaginal After C-Section,4,8.30
2015,14,Livingston,Vaginal After C-Section,7,8.10
2015,14,Madison,Vaginal After C-Section,8,8.10
2015,14,Monroe,Vaginal After C-Section,276,20.30
2015,14,Montgomery,Vaginal After C-Section,12,11.10
2015,14,Nassau,Vaginal After C-Section,304,10.70
2015,14,Niagara,Vaginal After C-Section,31,6.80
2015,14,Oneida,Vaginal After C-Section,36,7.50
2015,14,Onondaga,Vaginal After C-Section,111,12.30
2015,14,Ontario,Vaginal After C-Section,34,20.40
2015,14,Orange,Vaginal After C-Section,172,21.00
2015,14,Orleans,Vaginal After C-Section,7,8.60
2015,14,Oswego,Vaginal After C-Section,17,8.00
2015,14,Otsego,Vaginal After C-Section,10,13.30
2015,14,Putnam,Vaginal After C-Section,16,9.40
2015,14,Rensselaer,Vaginal After C-Section,43,16.80
2015,14,Rockland,Vaginal After C-Section,234,30.20
2015,14,St Lawrence,Vaginal After C-Section,18,7.70
2015,14,Saratoga,Vaginal After C-Section,43,12.30
2015,14,Schenectady,Vaginal After C-Section,48,15.90
2015,14,Schoharie,Vaginal After C-Section,6,18.80
2015,14,Schuyler,Vaginal After C-Section,7,25.00
2015,14,Seneca,Vaginal After C-Section,11,20.00
2015,14,Steuben,Vaginal After C-Section,9,4.60
2015,14,Suffolk,Vaginal After C-Section,224,6.40
2015,14,Sullivan,Vaginal After C-Section,20,13.70
2015,14,Tioga,Vaginal After C-Section,12,15.60
2015,14,Tompkins,Vaginal After C-Section,14,11.10
2015,14,Ulster,Vaginal After C-Section,31,10.50
2015,14,Warren,Vaginal After C-Section,6,7.10
2015,14,Washington,Vaginal After C-Section,5,5.10
2015,14,Wayne,Vaginal After C-Section,21,14.60
2015,14,Westchester,Vaginal After C-Section,155,8.30
2015,14,Wyoming,Vaginal After C-Section,7,11.10
2015,14,Yates,Vaginal After C-Section,9,25.00
2016,14,New York State,Vaginal Deliveries,153734,
2016,14,New York State,Not Stated,484,
2016,14,New York State,Total Births,232663,
2016,14,New York City,Total Births,114400,
2016,14,New York City,Vaginal Deliveries,76671,
2016,14,New York City,Not Stated,5,
2016,14,Bronx,Total Births,20831,
2016,14,Bronx,Not Stated,0,
2016,14,Bronx,Vaginal Deliveries,13492,
2016,14,Kings,Vaginal Deliveries,28667,
2016,14,Kings,Total Births,40802,
2016,14,Kings,Not Stated,2,
2016,14,New York,Not Stated,0,
2016,14,New York,Vaginal Deliveries,11396,
2016,14,New York,Total Births,17052,
2016,14,Queens,Vaginal Deliveries,19829,
2016,14,Queens,Not Stated,2,
2016,14,Queens,Total Births,30292,
2016,14,Richmond,Not Stated,1,
2016,14,Richmond,Total Births,5423,
2016,14,Richmond,Vaginal Deliveries,3287,
2016,14,Rest of State,Not Stated,479,
2016,14,Rest of State,Total Births,118263,
2016,14,Rest of State,Vaginal Deliveries,77063,
2016,14,Albany,Not Stated,1,
2016,14,Albany,Vaginal Deliveries,2101,
2016,14,Albany,Total Births,3132,
2016,14,Allegany,Total Births,500,
2016,14,Allegany,Not Stated,23,
2016,14,Allegany,Vaginal Deliveries,334,
2016,14,Broome,Not Stated,2,
2016,14,Broome,Vaginal Deliveries,1306,
2016,14,Broome,Total Births,1983,
2016,14,Cattaraugus,Vaginal Deliveries,524,
2016,14,Cattaraugus,Total Births,851,
2016,14,Cattaraugus,Not Stated,87,
2016,14,Cayuga,Vaginal Deliveries,536,
2016,14,Cayuga,Not Stated,0,
2016,14,Cayuga,Total Births,779,
2016,14,Chautauqua,Vaginal Deliveries,833,
2016,14,Chautauqua,Not Stated,42,
2016,14,Chautauqua,Total Births,1325,
2016,14,Chemung,Total Births,934,
2016,14,Chemung,Not Stated,1,
2016,14,Chemung,Vaginal Deliveries,667,
2016,14,Chenango,Vaginal Deliveries,323,
2016,14,Chenango,Total Births,523,
2016,14,Chenango,Not Stated,4,
2016,14,Clinton,Not Stated,3,
2016,14,Clinton,Vaginal Deliveries,550,
2016,14,Clinton,Total Births,743,
2016,14,Columbia,Vaginal Deliveries,360,
2016,14,Columbia,Not Stated,2,
2016,14,Columbia,Total Births,510,
2016,14,Cortland,Vaginal Deliveries,347,
2016,14,Cortland,Not Stated,13,
2016,14,Cortland,Total Births,507,
2016,14,Delaware,Not Stated,1,
2016,14,Delaware,Total Births,342,
2016,14,Delaware,Vaginal Deliveries,233,
2016,14,Dutchess,Vaginal Deliveries,1579,
2016,14,Dutchess,Not Stated,1,
2016,14,Dutchess,Total Births,2502,
2016,14,Erie,Total Births,9885,
2016,14,Erie,Not Stated,39,
2016,14,Erie,Vaginal Deliveries,6512,
2016,14,Essex,Not Stated,0,
2016,14,Essex,Total Births,265,
2016,14,Essex,Vaginal Deliveries,173,
2016,14,Franklin,Not Stated,13,
2016,14,Franklin,Total Births,475,
2016,14,Franklin,Vaginal Deliveries,314,
2016,14,Fulton,Vaginal Deliveries,321,
2016,14,Fulton,Total Births,507,
2016,14,Fulton,Not Stated,0,
2016,14,Genesee,Not Stated,1,
2016,14,Genesee,Vaginal Deliveries,397,
2016,14,Genesee,Total Births,577,
2016,14,Greene,Vaginal Deliveries,234,
2016,14,Greene,Total Births,369,
2016,14,Greene,Not Stated,1,
2016,14,Hamilton,Not Stated,0,
2016,14,Hamilton,Vaginal Deliveries,16,
2016,14,Hamilton,Total Births,21,
2016,14,Herkimer,Total Births,634,
2016,14,Herkimer,Vaginal Deliveries,419,
2016,14,Herkimer,Not Stated,2,
2016,14,Jefferson,Total Births,1887,
2016,14,Jefferson,Vaginal Deliveries,1437,
2016,14,Jefferson,Not Stated,10,
2016,14,Lewis,Total Births,323,
2016,14,Lewis,Not Stated,4,
2016,14,Lewis,Vaginal Deliveries,219,
2016,14,Livingston,Vaginal Deliveries,348,
2016,14,Livingston,Total Births,527,
2016,14,Livingston,Not Stated,6,
2016,14,Madison,Total Births,630,
2016,14,Madison,Vaginal Deliveries,416,
2016,14,Madison,Not Stated,10,
2016,14,Monroe,Vaginal Deliveries,5619,
2016,14,Monroe,Not Stated,4,
2016,14,Monroe,Total Births,7996,
2016,14,Montgomery,Not Stated,3,
2016,14,Montgomery,Vaginal Deliveries,398,
2016,14,Montgomery,Total Births,573,
2016,14,Nassau,Vaginal Deliveries,8727,
2016,14,Nassau,Not Stated,8,
2016,14,Nassau,Total Births,14277,
2016,14,Niagara,Vaginal Deliveries,1218,
2016,14,Niagara,Not Stated,1,
2016,14,Niagara,Total Births,2144,
2016,14,Oneida,Vaginal Deliveries,1566,
2016,14,Oneida,Not Stated,6,
2016,14,Oneida,Total Births,2503,
2016,14,Onondaga,Not Stated,0,
2016,14,Onondaga,Vaginal Deliveries,3576,
2016,14,Onondaga,Total Births,5239,
2016,14,Ontario,Not Stated,2,
2016,14,Ontario,Total Births,988,
2016,14,Ontario,Vaginal Deliveries,732,
2016,14,Orange,Vaginal Deliveries,3550,
2016,14,Orange,Total Births,4916,
2016,14,Orange,Not Stated,8,
2016,14,Orleans,Vaginal Deliveries,278,
2016,14,Orleans,Not Stated,0,
2016,14,Orleans,Total Births,405,
2016,14,Oswego,Vaginal Deliveries,890,
2016,14,Oswego,Total Births,1329,
2016,14,Oswego,Not Stated,14,
2016,14,Otsego,Vaginal Deliveries,332,
2016,14,Otsego,Not Stated,2,
2016,14,Otsego,Total Births,493,
2016,14,Putnam,Vaginal Deliveries,481,
2016,14,Putnam,Not Stated,1,
2016,14,Putnam,Total Births,817,
2016,14,Rensselaer,Vaginal Deliveries,1134,
2016,14,Rensselaer,Not Stated,0,
2016,14,Rensselaer,Total Births,1695,
2016,14,Rockland,Vaginal Deliveries,4047,
2016,14,Rockland,Not Stated,23,
2016,14,Rockland,Total Births,5205,
2016,14,St Lawrence,Not Stated,63,
2016,14,St Lawrence,Total Births,1092,
2016,14,St Lawrence,Vaginal Deliveries,561,
2016,14,Saratoga,Not Stated,1,
2016,14,Saratoga,Total Births,2211,
2016,14,Saratoga,Vaginal Deliveries,1450,
2016,14,Schenectady,Not Stated,1,
2016,14,Schenectady,Total Births,1697,
2016,14,Schenectady,Vaginal Deliveries,1114,
2016,14,Schoharie,Vaginal Deliveries,161,
2016,14,Schoharie,Total Births,240,
2016,14,Schoharie,Not Stated,0,
2016,14,Schuyler,Not Stated,0,
2016,14,Schuyler,Total Births,167,
2016,14,Schuyler,Vaginal Deliveries,126,
2016,14,Seneca,Total Births,352,
2016,14,Seneca,Vaginal Deliveries,275,
2016,14,Seneca,Not Stated,1,
2016,14,Steuben,Not Stated,47,
2016,14,Steuben,Total Births,1020,
2016,14,Steuben,Vaginal Deliveries,648,
2016,14,Suffolk,Not Stated,7,
2016,14,Suffolk,Vaginal Deliveries,8911,
2016,14,Suffolk,Total Births,15539,
2016,14,Sullivan,Not Stated,2,
2016,14,Sullivan,Total Births,859,
2016,14,Sullivan,Vaginal Deliveries,569,
2016,14,Tioga,Vaginal Deliveries,333,
2016,14,Tioga,Not Stated,1,
2016,14,Tioga,Total Births,473,
2016,14,Tompkins,Vaginal Deliveries,546,
2016,14,Tompkins,Not Stated,4,
2016,14,Tompkins,Total Births,793,
2016,14,Ulster,Total Births,1499,
2016,14,Ulster,Not Stated,3,
2016,14,Ulster,Vaginal Deliveries,982,
2016,14,Warren,Vaginal Deliveries,367,
2016,14,Warren,Not Stated,0,
2016,14,Warren,Total Births,572,
2016,14,Washington,Vaginal Deliveries,347,
2016,14,Washington,Not Stated,2,
2016,14,Washington,Total Births,542,
2016,14,Wayne,Vaginal Deliveries,665,
2016,14,Wayne,Not Stated,1,
2016,14,Wayne,Total Births,917,
2016,14,Westchester,Not Stated,1,
2016,14,Westchester,Vaginal Deliveries,6430,
2016,14,Westchester,Total Births,10273,
2016,14,Wyoming,Vaginal Deliveries,278,
2016,14,Wyoming,Not Stated,2,
2016,14,Wyoming,Total Births,398,
2016,14,Yates,Total Births,308,
2016,14,Yates,Vaginal Deliveries,253,
2016,14,Yates,Not Stated,5,
2016,14,New York State,Cesarean Deliveries,78445,3380.00
2016,14,New York City,Cesarean Deliveries,37724,3300.00
2016,14,Bronx,Cesarean Deliveries,7339,3520.00
2016,14,Kings,Cesarean Deliveries,12133,2970.00
2016,14,New York,Cesarean Deliveries,5656,3320.00
2016,14,Queens,Cesarean Deliveries,10461,3450.00
2016,14,Richmond,Cesarean Deliveries,2135,3940.00
2016,14,Rest of State,Cesarean Deliveries,40721,3460.00
2016,14,Albany,Cesarean Deliveries,1030,3290.00
2016,14,Allegany,Cesarean Deliveries,143,3000.00
2016,14,Broome,Cesarean Deliveries,675,3410.00
2016,14,Cattaraugus,Cesarean Deliveries,240,3140.00
2016,14,Cayuga,Cesarean Deliveries,243,3120.00
2016,14,Chautauqua,Cesarean Deliveries,450,3510.00
2016,14,Chemung,Cesarean Deliveries,266,2850.00
2016,14,Chenango,Cesarean Deliveries,196,3780.00
2016,14,Clinton,Cesarean Deliveries,190,2570.00
2016,14,Columbia,Cesarean Deliveries,148,2910.00
2016,14,Cortland,Cesarean Deliveries,147,2980.00
2016,14,Delaware,Cesarean Deliveries,108,3170.00
2016,14,Dutchess,Cesarean Deliveries,922,3690.00
2016,14,Erie,Cesarean Deliveries,3334,3390.00
2016,14,Essex,Cesarean Deliveries,92,3470.00
2016,14,Franklin,Cesarean Deliveries,148,3200.00
2016,14,Fulton,Cesarean Deliveries,186,3670.00
2016,14,Genesee,Cesarean Deliveries,179,3110.00
2016,14,Greene,Cesarean Deliveries,134,3640.00
2016,14,Hamilton,Cesarean Deliveries,5,2380.00
2016,14,Herkimer,Cesarean Deliveries,213,3370.00
2016,14,Jefferson,Cesarean Deliveries,440,2340.00
2016,14,Lewis,Cesarean Deliveries,100,3130.00
2016,14,Livingston,Cesarean Deliveries,173,3320.00
2016,14,Madison,Cesarean Deliveries,204,3290.00
2016,14,Monroe,Cesarean Deliveries,2373,2970.00
2016,14,Montgomery,Cesarean Deliveries,172,3020.00
2016,14,Nassau,Cesarean Deliveries,5542,3880.00
2016,14,Niagara,Cesarean Deliveries,925,4320.00
2016,14,Oneida,Cesarean Deliveries,931,3730.00
2016,14,Onondaga,Cesarean Deliveries,1663,3170.00
2016,14,Ontario,Cesarean Deliveries,254,2580.00
2016,14,Orange,Cesarean Deliveries,1358,2770.00
2016,14,Orleans,Cesarean Deliveries,127,3140.00
2016,14,Oswego,Cesarean Deliveries,425,3230.00
2016,14,Otsego,Cesarean Deliveries,159,3240.00
2016,14,Putnam,Cesarean Deliveries,335,4110.00
2016,14,Rensselaer,Cesarean Deliveries,561,3310.00
2016,14,Rockland,Cesarean Deliveries,1135,2190.00
2016,14,St Lawrence,Cesarean Deliveries,468,4550.00
2016,14,Saratoga,Cesarean Deliveries,760,3440.00
2016,14,Schenectady,Cesarean Deliveries,582,3430.00
2016,14,Schoharie,Cesarean Deliveries,79,3290.00
2016,14,Schuyler,Cesarean Deliveries,41,2460.00
2016,14,Seneca,Cesarean Deliveries,76,2170.00
2016,14,Steuben,Cesarean Deliveries,325,3340.00
2016,14,Suffolk,Cesarean Deliveries,6621,4260.00
2016,14,Sullivan,Cesarean Deliveries,288,3360.00
2016,14,Tioga,Cesarean Deliveries,139,2940.00
2016,14,Tompkins,Cesarean Deliveries,243,3080.00
2016,14,Ulster,Cesarean Deliveries,514,3440.00
2016,14,Warren,Cesarean Deliveries,205,3580.00
2016,14,Washington,Cesarean Deliveries,193,3570.00
2016,14,Wayne,Cesarean Deliveries,251,2740.00
2016,14,Westchester,Cesarean Deliveries,3842,3740.00
2016,14,Wyoming,Cesarean Deliveries,118,2980.00
2016,14,Yates,Cesarean Deliveries,50,1650.00
2016,14,New York State,Primary C-Sections,43689,1880.00
2016,14,New York City,Primary C-Sections,22097,1930.00
2016,14,Bronx,Primary C-Sections,4109,1970.00
2016,14,Kings,Primary C-Sections,7206,1770.00
2016,14,New York,Primary C-Sections,3803,2230.00
2016,14,Queens,Primary C-Sections,5827,1920.00
2016,14,Richmond,Primary C-Sections,1152,2120.00
2016,14,Rest of State,Primary C-Sections,21592,1830.00
2016,14,Albany,Primary C-Sections,581,1860.00
2016,14,Allegany,Primary C-Sections,70,1470.00
2016,14,Broome,Primary C-Sections,337,1700.00
2016,14,Cattaraugus,Primary C-Sections,124,1620.00
2016,14,Cayuga,Primary C-Sections,128,1640.00
2016,14,Chautauqua,Primary C-Sections,237,1850.00
2016,14,Chemung,Primary C-Sections,149,1600.00
2016,14,Chenango,Primary C-Sections,93,1790.00
2016,14,Clinton,Primary C-Sections,107,1450.00
2016,14,Columbia,Primary C-Sections,70,1380.00
2016,14,Cortland,Primary C-Sections,83,1680.00
2016,14,Delaware,Primary C-Sections,50,1470.00
2016,14,Dutchess,Primary C-Sections,508,2030.00
2016,14,Erie,Primary C-Sections,1768,1800.00
2016,14,Essex,Primary C-Sections,48,1810.00
2016,14,Franklin,Primary C-Sections,78,1690.00
2016,14,Fulton,Primary C-Sections,96,1890.00
2016,14,Genesee,Primary C-Sections,90,1560.00
2016,14,Greene,Primary C-Sections,77,2090.00
2016,14,Hamilton,Primary C-Sections,3,1430.00
2016,14,Herkimer,Primary C-Sections,94,1490.00
2016,14,Jefferson,Primary C-Sections,230,1230.00
2016,14,Lewis,Primary C-Sections,55,1720.00
2016,14,Livingston,Primary C-Sections,86,1650.00
2016,14,Madison,Primary C-Sections,104,1680.00
2016,14,Monroe,Primary C-Sections,1310,1640.00
2016,14,Montgomery,Primary C-Sections,78,1370.00
2016,14,Nassau,Primary C-Sections,2941,2060.00
2016,14,Niagara,Primary C-Sections,426,1990.00
2016,14,Oneida,Primary C-Sections,471,1890.00
2016,14,Onondaga,Primary C-Sections,937,1790.00
2016,14,Ontario,Primary C-Sections,144,1460.00
2016,14,Orange,Primary C-Sections,734,1500.00
2016,14,Orleans,Primary C-Sections,59,1460.00
2016,14,Oswego,Primary C-Sections,228,1730.00
2016,14,Otsego,Primary C-Sections,86,1750.00
2016,14,Putnam,Primary C-Sections,191,2340.00
2016,14,Rensselaer,Primary C-Sections,311,1830.00
2016,14,Rockland,Primary C-Sections,618,1190.00
2016,14,St Lawrence,Primary C-Sections,240,2330.00
2016,14,Saratoga,Primary C-Sections,412,1860.00
2016,14,Schenectady,Primary C-Sections,333,1960.00
2016,14,Schoharie,Primary C-Sections,41,1710.00
2016,14,Schuyler,Primary C-Sections,19,1140.00
2016,14,Seneca,Primary C-Sections,44,1250.00
2016,14,Steuben,Primary C-Sections,167,1720.00
2016,14,Suffolk,Primary C-Sections,3397,2190.00
2016,14,Sullivan,Primary C-Sections,156,1820.00
2016,14,Tioga,Primary C-Sections,71,1500.00
2016,14,Tompkins,Primary C-Sections,142,1800.00
2016,14,Ulster,Primary C-Sections,284,1900.00
2016,14,Warren,Primary C-Sections,115,2010.00
2016,14,Washington,Primary C-Sections,109,2020.00
2016,14,Wayne,Primary C-Sections,124,1350.00
2016,14,Westchester,Primary C-Sections,2051,2000.00
2016,14,Wyoming,Primary C-Sections,56,1410.00
2016,14,Yates,Primary C-Sections,31,1020.00
2016,14,New York State,Repeat C-Sections,34756,1500.00
2016,14,New York City,Repeat C-Sections,15627,1370.00
2016,14,Bronx,Repeat C-Sections,3230,1550.00
2016,14,Kings,Repeat C-Sections,4927,1210.00
2016,14,New York,Repeat C-Sections,1853,1090.00
2016,14,Queens,Repeat C-Sections,4634,1530.00
2016,14,Richmond,Repeat C-Sections,983,1810.00
2016,14,Rest of State,Repeat C-Sections,19129,1620.00
2016,14,Albany,Repeat C-Sections,449,1430.00
2016,14,Allegany,Repeat C-Sections,73,1530.00
2016,14,Broome,Repeat C-Sections,338,1710.00
2016,14,Cattaraugus,Repeat C-Sections,116,1520.00
2016,14,Cayuga,Repeat C-Sections,115,1480.00
2016,14,Chautauqua,Repeat C-Sections,213,1660.00
2016,14,Chemung,Repeat C-Sections,117,1250.00
2016,14,Chenango,Repeat C-Sections,103,1980.00
2016,14,Clinton,Repeat C-Sections,83,1120.00
2016,14,Columbia,Repeat C-Sections,78,1540.00
2016,14,Cortland,Repeat C-Sections,64,1300.00
2016,14,Delaware,Repeat C-Sections,58,1700.00
2016,14,Dutchess,Repeat C-Sections,414,1660.00
2016,14,Erie,Repeat C-Sections,1566,1590.00
2016,14,Essex,Repeat C-Sections,44,1660.00
2016,14,Franklin,Repeat C-Sections,70,1520.00
2016,14,Fulton,Repeat C-Sections,90,1780.00
2016,14,Genesee,Repeat C-Sections,89,1550.00
2016,14,Greene,Repeat C-Sections,57,1550.00
2016,14,Hamilton,Repeat C-Sections,2,950.00
2016,14,Herkimer,Repeat C-Sections,119,1880.00
2016,14,Jefferson,Repeat C-Sections,210,1120.00
2016,14,Lewis,Repeat C-Sections,45,1410.00
2016,14,Livingston,Repeat C-Sections,87,1670.00
2016,14,Madison,Repeat C-Sections,100,1610.00
2016,14,Monroe,Repeat C-Sections,1063,1330.00
2016,14,Montgomery,Repeat C-Sections,94,1650.00
2016,14,Nassau,Repeat C-Sections,2601,1820.00
2016,14,Niagara,Repeat C-Sections,499,2330.00
2016,14,Oneida,Repeat C-Sections,460,1840.00
2016,14,Onondaga,Repeat C-Sections,726,1390.00
2016,14,Ontario,Repeat C-Sections,110,1120.00
2016,14,Orange,Repeat C-Sections,624,1270.00
2016,14,Orleans,Repeat C-Sections,68,1680.00
2016,14,Oswego,Repeat C-Sections,197,1500.00
2016,14,Otsego,Repeat C-Sections,73,1490.00
2016,14,Putnam,Repeat C-Sections,144,1760.00
2016,14,Rensselaer,Repeat C-Sections,250,1470.00
2016,14,Rockland,Repeat C-Sections,517,1000.00
2016,14,St Lawrence,Repeat C-Sections,228,2220.00
2016,14,Saratoga,Repeat C-Sections,348,1570.00
2016,14,Schenectady,Repeat C-Sections,249,1470.00
2016,14,Schoharie,Repeat C-Sections,38,1580.00
2016,14,Schuyler,Repeat C-Sections,22,1320.00
2016,14,Seneca,Repeat C-Sections,32,910.00
2016,14,Steuben,Repeat C-Sections,158,1620.00
2016,14,Suffolk,Repeat C-Sections,3224,2080.00
2016,14,Sullivan,Repeat C-Sections,132,1540.00
2016,14,Tioga,Repeat C-Sections,68,1440.00
2016,14,Tompkins,Repeat C-Sections,101,1280.00
2016,14,Ulster,Repeat C-Sections,230,1540.00
2016,14,Warren,Repeat C-Sections,90,1570.00
2016,14,Washington,Repeat C-Sections,84,1560.00
2016,14,Wayne,Repeat C-Sections,127,1390.00
2016,14,Westchester,Repeat C-Sections,1791,1740.00
2016,14,Wyoming,Repeat C-Sections,62,1570.00
2016,14,Yates,Repeat C-Sections,19,630.00
2016,14,New York State,Vaginal After C-Section,5256,1310.00
2016,14,New York City,Vaginal After C-Section,2667,1460.00
2016,14,Bronx,Vaginal After C-Section,514,1370.00
2016,14,Kings,Vaginal After C-Section,1248,2020.00
2016,14,New York,Vaginal After C-Section,230,1100.00
2016,14,Queens,Vaginal After C-Section,597,1140.00
2016,14,Richmond,Vaginal After C-Section,78,740.00
2016,14,Rest of State,Vaginal After C-Section,2589,1190.00
2016,14,Albany,Vaginal After C-Section,89,1650.00
2016,14,Allegany,Vaginal After C-Section,8,990.00
2016,14,Broome,Vaginal After C-Section,28,770.00
2016,14,Cattaraugus,Vaginal After C-Section,9,720.00
2016,14,Cayuga,Vaginal After C-Section,8,650.00
2016,14,Chautauqua,Vaginal After C-Section,13,580.00
2016,14,Chemung,Vaginal After C-Section,22,1580.00
2016,14,Chenango,Vaginal After C-Section,7,640.00
2016,14,Clinton,Vaginal After C-Section,16,1620.00
2016,14,Columbia,Vaginal After C-Section,12,1330.00
2016,14,Cortland,Vaginal After C-Section,4,590.00
2016,14,Delaware,Vaginal After C-Section,8,1210.00
2016,14,Dutchess,Vaginal After C-Section,80,1620.00
2016,14,Erie,Vaginal After C-Section,291,1570.00
2016,14,Essex,Vaginal After C-Section,4,830.00
2016,14,Franklin,Vaginal After C-Section,13,1570.00
